order_id,customer_id,cust_type,product_code,plant_id,order_date,delivery_date,order_quantity,order_value,order_status,geo_region,geo_zone,sbu_id,sbu_grp,org_unit,gbe_id,shipment_id,handled_by,customer_segment,customer_priority,material_num,discount,payment_type,tax_applied,freight_cost,currency,exchange_rate,order_fulfilled_by,returns,is_expedited
507,1942,Retail,489,78,2025-05-21,2025-05-25,17,347.165598988566,Cancelled,North,Zone1,20,GroupC,Unit1,5883,10327,AgentB,Medium,High,31695,0.06223848887087531,UPI,15.279812876763945,360.12543371050253,INR,1.0846251343592908,Warehouse2,0,False
508,1853,Wholesale,413,70,2025-05-22,2025-05-26,68,1797.198349434373,Delivered,East,Zone2,72,GroupC,Unit3,5765,10491,AgentB,Small,Low,19357,0.08993597017703146,NetBanking,7.609684339203884,354.5378862108656,INR,1.43968079233737,Warehouse1,3,True
509,1662,Retail,121,19,2025-05-23,2025-05-27,47,4590.432099236058,Delivered,North,Zone1,85,GroupA,Unit2,5220,10216,AgentC,Large,High,35176,0.16113695777537848,NetBanking,10.349775852644871,183.933355183216,INR,1.2757516768362835,Warehouse2,3,True
510,1961,Wholesale,509,59,2025-05-24,2025-05-28,25,4603.237183748395,Cancelled,East,Zone1,76,GroupC,Unit2,5261,10319,AgentB,Medium,High,28409,0.03232321214605949,UPI,12.810951536256884,447.41205013900185,EUR,0.7892399258774858,Warehouse1,2,True
511,1638,Wholesale,994,12,2025-05-25,2025-05-29,94,6888.435375043075,Delivered,West,Zone2,62,GroupA,Unit1,5409,10917,AgentC,Medium,Medium,10987,0.058567124492052085,UPI,7.083815159670773,256.06875935417247,EUR,0.8421635689574511,Warehouse1,2,False
512,1154,Retail,614,86,2025-05-26,2025-05-30,73,9111.109045190791,Pending,South,Zone3,48,GroupC,Unit1,5330,10398,AgentB,Medium,High,11965,0.1359016045473111,NetBanking,7.737832404222608,326.42482583953904,INR,1.3296982903515535,Warehouse3,0,False
513,1489,Retail,226,79,2025-05-27,2025-05-31,21,6426.418373257716,Delivered,West,Zone3,87,GroupA,Unit1,5343,10890,AgentA,Small,Medium,41318,0.06309784129644479,NetBanking,8.677518936891214,112.69345614978553,USD,1.3686810569439634,Warehouse1,3,True
514,1385,Retail,908,90,2025-05-28,2025-06-01,84,9539.997468729936,Delivered,East,Zone2,65,GroupB,Unit1,5988,10104,AgentB,Large,High,36015,0.15850033637229322,UPI,11.623672513780875,214.4967642284,INR,1.1361526632722372,Warehouse2,2,True
515,1985,Wholesale,799,60,2025-05-29,2025-06-02,83,8827.994834792176,Delivered,South,Zone2,37,GroupC,Unit3,5770,10695,AgentC,Small,High,39191,0.026090697435472168,NetBanking,11.640463533308118,432.58459473218636,INR,1.1435641822933114,Warehouse3,4,True
516,1784,Retail,973,28,2025-05-30,2025-06-03,83,5886.547975754824,Cancelled,North,Zone3,84,GroupA,Unit3,5819,10329,AgentC,Medium,High,10868,0.1525372340909217,UPI,15.585828751518184,114.34037833984797,USD,1.2055463702811555,Warehouse2,4,True
517,1103,Wholesale,113,51,2025-05-31,2025-06-04,12,8354.54031409639,Pending,East,Zone3,48,GroupC,Unit2,5073,10659,AgentC,Large,High,47146,0.013670342970113249,NetBanking,14.789132608939132,201.3814450203097,INR,1.0512926194261116,Warehouse2,4,False
518,1928,Wholesale,111,44,2025-06-01,2025-06-05,37,6461.518342203977,Delivered,South,Zone3,34,GroupB,Unit3,5636,10616,AgentB,Small,High,39032,0.0025185225334989573,NetBanking,16.878563776429246,165.85750676978367,EUR,1.2441592987871233,Warehouse3,4,False
519,1392,Wholesale,186,55,2025-06-02,2025-06-06,42,877.7225261448988,Cancelled,North,Zone3,30,GroupA,Unit2,5699,10046,AgentB,Medium,High,38305,0.17964470376643243,NetBanking,15.827722396719754,84.04399058374226,USD,0.7867850060531325,Warehouse2,3,False
520,1810,Retail,623,35,2025-06-03,2025-06-07,17,7431.590760269149,Delivered,North,Zone3,19,GroupC,Unit2,5253,10598,AgentC,Medium,Medium,32640,0.11626784338645973,UPI,8.300408127973512,151.96177988249244,USD,1.469023393893909,Warehouse1,4,True
521,1245,Retail,636,78,2025-06-04,2025-06-08,48,1039.5935685467275,Pending,West,Zone2,52,GroupC,Unit3,5958,10820,AgentA,Small,Medium,28318,0.0703653794173623,Card,9.306858000951998,124.0584189518562,INR,1.3001238590359374,Warehouse3,3,True
522,1175,Wholesale,400,73,2025-06-05,2025-06-09,28,5981.419527640153,Delivered,East,Zone1,24,GroupB,Unit2,5832,10948,AgentA,Medium,Low,23246,0.04651892739277008,UPI,11.50550216722294,462.5608789260504,EUR,1.2049393632072056,Warehouse1,0,False
523,1038,Retail,342,46,2025-06-06,2025-06-10,41,7056.138037996466,Pending,North,Zone3,92,GroupB,Unit1,5819,10640,AgentB,Medium,High,43844,0.12337715665216323,NetBanking,5.18552474932738,373.12861422597,EUR,0.9530576456075845,Warehouse1,0,True
524,1476,Retail,221,93,2025-06-07,2025-06-11,99,758.6233212874669,Delivered,South,Zone3,57,GroupA,Unit2,5746,10769,AgentB,Large,Medium,42602,0.10180043670734765,Card,16.750726081688377,164.8897750735839,EUR,0.8287643899653833,Warehouse2,4,True
525,1681,Retail,246,58,2025-06-08,2025-06-12,47,2384.8670738726646,Pending,North,Zone1,95,GroupC,Unit1,5985,10313,AgentC,Medium,High,31584,0.19831955510599705,Card,5.57647476331041,384.0361360889278,INR,1.0274743710631558,Warehouse2,4,False
526,1758,Wholesale,666,30,2025-06-09,2025-06-13,18,9165.155099390333,Delivered,North,Zone1,30,GroupC,Unit3,5761,10146,AgentB,Small,High,25169,0.19664319733074917,NetBanking,9.191736520616272,20.84857698659698,INR,1.2292613924592466,Warehouse1,4,True
527,1537,Wholesale,849,83,2025-06-10,2025-06-14,78,6201.513473105674,Pending,West,Zone1,69,GroupB,Unit3,5331,10957,AgentB,Large,Medium,35968,0.12700491322832194,UPI,12.399272285553288,267.99710827785856,EUR,1.2069677947384887,Warehouse3,0,False
528,1866,Retail,455,73,2025-06-11,2025-06-15,99,2538.2315862242626,Delivered,West,Zone1,59,GroupB,Unit2,5397,10461,AgentC,Small,High,16385,0.0885741012211781,Card,11.731938051889255,132.66393622998982,INR,1.0061129240524571,Warehouse1,2,True
529,1817,Wholesale,784,14,2025-06-12,2025-06-16,71,6937.729734365265,Delivered,South,Zone1,32,GroupA,Unit1,5344,10583,AgentC,Medium,Medium,18222,0.09822819382693243,Card,13.507978606736371,66.01781518617194,EUR,1.1906291150665038,Warehouse1,0,True
530,1920,Retail,832,79,2025-06-13,2025-06-17,13,6008.086557620727,Cancelled,West,Zone1,22,GroupC,Unit2,5583,10485,AgentB,Large,Medium,35444,0.1364958132473724,UPI,11.857762278824717,443.04167888585937,INR,1.350998636454038,Warehouse2,4,True
531,1407,Retail,730,99,2025-06-14,2025-06-18,82,5065.599429187689,Cancelled,North,Zone2,78,GroupC,Unit3,5746,10651,AgentA,Large,Low,48248,0.020314908847076277,UPI,7.977018534139447,107.67686178866057,USD,0.7210278178700856,Warehouse2,2,True
532,1524,Retail,408,13,2025-06-15,2025-06-19,13,9764.25105238203,Pending,North,Zone1,13,GroupA,Unit2,5835,10409,AgentB,Large,Low,15362,0.06567041476214364,Card,7.614016441320334,412.97163554367836,USD,1.0604968383442206,Warehouse1,2,True
533,1827,Retail,794,48,2025-06-16,2025-06-20,31,6866.192396334338,Delivered,West,Zone1,87,GroupA,Unit2,5667,10026,AgentA,Large,Low,43718,0.015054448200720771,UPI,16.794211897981484,212.4791119709679,INR,1.3068441827734327,Warehouse1,1,False
534,1505,Wholesale,387,44,2025-06-17,2025-06-21,2,3816.8669857123355,Pending,North,Zone2,81,GroupB,Unit1,5454,10028,AgentA,Small,Low,18250,0.014672151903383912,Card,8.431567577562703,17.002477319943168,INR,1.1369155763707017,Warehouse2,3,False
535,1902,Wholesale,406,10,2025-06-18,2025-06-22,16,8020.726977560993,Cancelled,North,Zone1,18,GroupB,Unit3,5905,10270,AgentA,Medium,High,12818,0.03916784837884675,NetBanking,8.652704040433676,368.9410863575024,EUR,1.221180870343256,Warehouse1,4,True
536,1824,Wholesale,911,33,2025-06-19,2025-06-23,9,8857.374599919758,Pending,South,Zone3,44,GroupA,Unit2,5114,10685,AgentC,Medium,High,46368,0.09705065091864538,UPI,10.36838764930448,302.2162815274903,USD,1.1133411140842737,Warehouse2,3,True
537,1035,Retail,693,66,2025-06-20,2025-06-24,73,1339.683539216631,Pending,West,Zone3,30,GroupA,Unit1,5312,10500,AgentC,Large,Low,25053,0.1569548642325579,Card,6.812698252949661,178.64422275223146,EUR,1.4934996357458488,Warehouse1,1,False
538,1684,Retail,822,79,2025-06-21,2025-06-25,38,2085.4744806681383,Cancelled,North,Zone1,67,GroupC,Unit2,5227,10252,AgentC,Medium,Medium,37426,0.09709917823317452,UPI,11.594546977502125,147.95750762386905,INR,0.7436972291912305,Warehouse3,3,False
539,1019,Retail,761,50,2025-06-22,2025-06-26,75,2240.647390365019,Delivered,West,Zone2,27,GroupA,Unit1,5833,10384,AgentB,Small,Medium,49023,0.06709532211217395,UPI,13.645412902127708,46.108713661513015,EUR,1.0928358574179018,Warehouse3,4,True
540,1320,Wholesale,648,63,2025-06-23,2025-06-27,54,6942.996912926749,Pending,South,Zone3,81,GroupA,Unit1,5857,10059,AgentC,Medium,Medium,34892,0.016470598067351627,Card,15.21800639700577,471.2985414692834,EUR,0.7731332392916141,Warehouse1,1,False
541,1775,Retail,451,55,2025-06-24,2025-06-28,56,6070.091595027505,Cancelled,West,Zone2,90,GroupC,Unit2,5244,10106,AgentC,Small,Medium,39361,0.11005910463662592,NetBanking,14.248905144234978,252.052593499122,INR,0.8278284496908563,Warehouse2,3,False
542,1511,Wholesale,411,69,2025-06-25,2025-06-29,86,6228.016490516023,Delivered,North,Zone3,52,GroupA,Unit3,5817,10219,AgentB,Small,High,26007,0.054253717296635355,Card,6.919267533043428,51.90701361229293,USD,1.0064306803346095,Warehouse1,0,False
543,1399,Wholesale,972,69,2025-06-26,2025-06-30,97,9413.655666926059,Cancelled,West,Zone1,15,GroupB,Unit3,5525,10440,AgentB,Medium,Medium,24241,0.12298683558342949,UPI,10.928872884622011,435.65306169479055,EUR,0.8244320732003898,Warehouse1,2,True
544,1653,Wholesale,158,66,2025-06-27,2025-07-01,87,7781.524174792329,Pending,North,Zone2,95,GroupB,Unit1,5527,10770,AgentA,Small,Medium,33902,0.19543754782648368,Card,5.501620610506319,146.62825468073018,INR,1.470949732765321,Warehouse2,1,False
545,1971,Wholesale,742,40,2025-06-28,2025-07-02,45,1366.5755526666535,Delivered,North,Zone2,87,GroupC,Unit3,5949,10882,AgentB,Small,Low,34506,0.022262864295510033,UPI,5.231373957372341,109.76533070998086,EUR,1.4574318213801272,Warehouse1,0,False
546,1882,Wholesale,813,93,2025-06-29,2025-07-03,34,3540.320116009292,Delivered,North,Zone2,76,GroupA,Unit1,5426,10657,AgentB,Small,Medium,27562,0.042425079744387986,Card,10.721695437559408,147.6593447876872,INR,0.968887716976483,Warehouse2,4,False
547,1470,Wholesale,854,33,2025-06-30,2025-07-04,9,4410.397097139783,Cancelled,South,Zone3,21,GroupB,Unit3,5041,10563,AgentC,Small,High,30239,0.09461890761987496,NetBanking,8.288486427949177,286.6400147174846,INR,1.2117981696301436,Warehouse1,2,False
548,1142,Retail,134,98,2025-07-01,2025-07-05,88,4020.0197286012885,Cancelled,West,Zone3,21,GroupB,Unit2,5464,10571,AgentA,Large,Medium,23065,0.1937227630691859,NetBanking,13.883690333353716,46.28767740354789,INR,1.1270026564750288,Warehouse2,1,True
549,1091,Retail,544,45,2025-07-02,2025-07-06,8,6726.155230702604,Cancelled,South,Zone3,75,GroupB,Unit3,5621,10545,AgentA,Medium,Medium,48805,0.15436195525399912,NetBanking,14.415130228574363,246.06088547011146,USD,1.352469584412615,Warehouse1,2,False
550,1353,Wholesale,192,94,2025-07-03,2025-07-07,7,8929.741722239969,Delivered,West,Zone1,11,GroupB,Unit1,5277,10095,AgentB,Large,High,43295,0.17964583863256603,NetBanking,16.640248419257325,448.91428811091316,USD,1.2019564878535536,Warehouse3,1,False
551,1833,Wholesale,306,39,2025-07-04,2025-07-08,36,3129.9094888756013,Delivered,South,Zone3,24,GroupA,Unit1,5835,10988,AgentC,Small,Low,28443,0.06674296969515858,Card,14.888872676007503,102.20408196460069,INR,0.7002019635924497,Warehouse2,1,False
552,1799,Retail,452,33,2025-07-05,2025-07-09,18,5563.583650569738,Pending,East,Zone1,32,GroupA,Unit3,5018,10088,AgentC,Medium,High,19290,0.19840769475571893,NetBanking,5.627173600775042,172.28249835459948,USD,1.310539508487791,Warehouse3,3,True
553,1726,Wholesale,431,39,2025-07-06,2025-07-10,3,7915.1532769444975,Delivered,North,Zone2,38,GroupA,Unit2,5065,10827,AgentC,Small,Low,10211,0.02056656321283148,Card,9.83109913465098,204.09976287530986,EUR,1.2974784970368944,Warehouse2,2,True
554,1958,Wholesale,916,95,2025-07-07,2025-07-11,28,4220.558782568958,Pending,North,Zone2,90,GroupA,Unit1,5166,10921,AgentC,Medium,Medium,28098,0.010594581209220168,UPI,8.549303572777587,297.24814864835014,USD,1.1077781644531848,Warehouse2,2,True
555,1853,Retail,961,16,2025-07-08,2025-07-12,70,1764.3694711530288,Cancelled,South,Zone1,16,GroupB,Unit1,5584,10230,AgentB,Large,Low,29072,0.17112052541080564,UPI,10.019721847753097,460.43458079789264,USD,1.422335178586443,Warehouse2,0,False
556,1050,Wholesale,824,44,2025-07-09,2025-07-13,44,4802.014556111108,Cancelled,East,Zone3,37,GroupC,Unit1,5402,10967,AgentC,Medium,Low,29650,0.18545297404139727,UPI,7.080983566593121,203.3242120387885,EUR,1.4267569645523213,Warehouse2,4,False
557,1664,Wholesale,258,64,2025-07-10,2025-07-14,21,646.7029553559819,Delivered,North,Zone1,23,GroupC,Unit1,5911,10274,AgentA,Small,Low,25115,0.018117071509220352,NetBanking,6.270153347977715,43.884891932104175,EUR,1.1191293413635177,Warehouse1,0,False
558,1697,Wholesale,123,23,2025-07-11,2025-07-15,28,9429.596194622542,Cancelled,West,Zone2,53,GroupB,Unit1,5821,10245,AgentA,Medium,Medium,15149,0.0226854853491683,NetBanking,11.772799052609209,180.49592210118627,EUR,1.18639058495723,Warehouse1,3,True
559,1574,Retail,503,19,2025-07-12,2025-07-16,54,840.7299314302331,Cancelled,South,Zone2,39,GroupB,Unit2,5408,10110,AgentB,Medium,Low,27716,0.006634831551154763,NetBanking,14.364957041263127,103.14185217392395,INR,1.4972176575397378,Warehouse2,1,False
560,1189,Retail,904,89,2025-07-13,2025-07-17,54,4440.721480980724,Delivered,North,Zone1,90,GroupC,Unit3,5111,10233,AgentC,Large,Low,42188,0.02090151252854482,UPI,14.124841725115257,329.3694946213606,EUR,0.9390561878491339,Warehouse1,3,False
561,1124,Retail,615,25,2025-07-14,2025-07-18,65,5345.824484776409,Pending,North,Zone3,41,GroupC,Unit2,5273,10277,AgentC,Small,Medium,23621,0.041883963360056176,UPI,10.862276188290952,24.33843349199277,EUR,0.9596937938491819,Warehouse2,3,True
562,1149,Wholesale,831,63,2025-07-15,2025-07-19,21,9854.507939644127,Delivered,South,Zone3,79,GroupB,Unit2,5406,10476,AgentC,Medium,High,16820,0.1940153237820002,UPI,11.789626821756299,153.04568582580598,EUR,0.8462191221307971,Warehouse2,0,False
563,1313,Wholesale,463,98,2025-07-16,2025-07-20,99,1743.6160540643216,Pending,South,Zone1,97,GroupB,Unit1,5372,10416,AgentC,Large,High,40399,0.1335720444479361,UPI,11.712273392612339,277.1350185439838,INR,1.4166935513262944,Warehouse3,1,False
564,1569,Retail,481,86,2025-07-17,2025-07-21,13,1232.8720342623499,Delivered,West,Zone1,15,GroupA,Unit2,5596,10677,AgentB,Medium,High,24002,0.15571060510370843,Card,13.99041491098473,145.8937609642816,USD,1.295590711959413,Warehouse2,4,True
565,1341,Wholesale,631,79,2025-07-18,2025-07-22,57,186.19085591918144,Delivered,West,Zone3,36,GroupA,Unit1,5650,10127,AgentC,Small,Medium,38750,0.15522788073830443,Card,5.623027287428313,279.98768883917455,INR,0.7845142790961934,Warehouse2,3,True
566,1304,Wholesale,251,53,2025-07-19,2025-07-23,49,1640.1572250060929,Cancelled,North,Zone2,91,GroupC,Unit2,5038,10236,AgentB,Medium,Medium,36074,0.10701474995584292,NetBanking,14.228649415325911,66.20903787171977,USD,1.4854138809583726,Warehouse1,4,True
567,1691,Wholesale,661,82,2025-07-20,2025-07-24,54,2152.0024927699096,Delivered,North,Zone1,97,GroupB,Unit1,5104,10802,AgentC,Medium,High,27310,0.15949779554260346,NetBanking,12.568611709844738,471.974689114915,EUR,1.2847693665288928,Warehouse2,1,True
568,1681,Wholesale,788,54,2025-07-21,2025-07-25,10,6342.751321672614,Delivered,South,Zone3,33,GroupC,Unit1,5323,10618,AgentC,Medium,Low,27006,0.11916150647799394,UPI,7.575413290730465,152.54433559164448,INR,1.3804176876839795,Warehouse2,1,True
569,1837,Wholesale,707,65,2025-07-22,2025-07-26,53,2275.097224874864,Pending,North,Zone3,43,GroupA,Unit2,5792,10127,AgentA,Medium,High,19671,0.06290921952067152,Card,5.637765098701439,462.2704113010429,INR,0.7385206313385607,Warehouse3,0,False
570,1782,Retail,716,93,2025-07-23,2025-07-27,44,303.15606582031955,Cancelled,North,Zone2,49,GroupA,Unit2,5958,10706,AgentB,Small,Medium,37894,0.11222202175368015,Card,6.4108612772525495,169.65936535703125,USD,1.1039687351537342,Warehouse1,2,True
571,1053,Wholesale,519,91,2025-07-24,2025-07-28,47,8283.52162047464,Pending,South,Zone2,56,GroupC,Unit3,5991,10850,AgentA,Large,Low,36193,0.10670171722690269,NetBanking,11.820987438450505,393.101693674764,INR,1.2588786293816314,Warehouse1,0,False
572,1443,Retail,349,66,2025-07-25,2025-07-29,53,3719.397439939271,Pending,North,Zone2,88,GroupA,Unit3,5413,10393,AgentB,Large,Low,20222,0.16469061075186414,Card,14.859310891186677,130.63180515601397,INR,1.1343572676574731,Warehouse3,4,False
573,1612,Wholesale,216,30,2025-07-26,2025-07-30,74,3601.597197149266,Cancelled,North,Zone2,84,GroupB,Unit3,5428,10474,AgentC,Medium,Medium,33786,0.19634544347633182,NetBanking,9.350544732618516,338.18676217090456,USD,1.2333179725594219,Warehouse2,0,True
574,1992,Retail,965,77,2025-07-27,2025-07-31,46,3094.542388762473,Cancelled,East,Zone2,95,GroupC,Unit2,5634,10654,AgentC,Small,Low,41509,0.08220851308418611,UPI,9.928610839167881,168.6209447731559,INR,1.3542992508723781,Warehouse3,1,True
575,1263,Wholesale,611,59,2025-07-28,2025-08-01,13,9756.195443749566,Cancelled,West,Zone1,33,GroupB,Unit2,5729,10394,AgentB,Small,High,10386,0.15267813568827193,UPI,17.14390339559946,259.48797331273283,INR,0.9994696503681569,Warehouse1,3,False
576,1052,Retail,839,42,2025-07-29,2025-08-02,37,1784.1426313618867,Delivered,South,Zone3,74,GroupB,Unit1,5888,10110,AgentA,Small,Medium,11634,0.01995260080762671,NetBanking,7.769170092423488,340.16893142420355,EUR,1.3789349404949678,Warehouse3,2,False
577,1571,Wholesale,677,16,2025-07-30,2025-08-03,24,8992.556833137029,Cancelled,East,Zone1,27,GroupA,Unit3,5060,10089,AgentB,Small,Medium,14133,0.15536627388965774,UPI,6.348742519479571,298.55242754945067,EUR,0.8303328838122326,Warehouse1,1,False
578,1619,Retail,434,79,2025-07-31,2025-08-04,2,7790.352988184891,Cancelled,West,Zone1,53,GroupB,Unit1,5611,10762,AgentB,Small,Medium,48349,0.07428338239864643,UPI,9.464331479400233,292.3774907090102,EUR,0.9167088440210998,Warehouse3,3,True
579,1004,Wholesale,517,24,2025-08-01,2025-08-05,86,857.1515594431995,Cancelled,West,Zone1,85,GroupC,Unit1,5306,10279,AgentC,Small,Medium,44735,0.007878032577937333,Card,14.696987553399559,42.18360947223247,EUR,0.7346764959418606,Warehouse2,4,False
580,1102,Retail,873,91,2025-08-02,2025-08-06,81,9868.618104858402,Pending,West,Zone1,66,GroupB,Unit1,5353,10332,AgentA,Medium,Low,31952,0.07264923571243545,Card,13.139004783729714,132.04764776408,EUR,0.9915414490682009,Warehouse2,4,True
581,1195,Wholesale,394,41,2025-08-03,2025-08-07,14,2786.5230390362044,Pending,East,Zone1,37,GroupB,Unit1,5392,10223,AgentB,Large,Medium,34816,0.12212855018432896,Card,10.4053407118044,290.2012520297054,INR,1.0039276358592963,Warehouse1,4,False
582,1773,Retail,854,84,2025-08-04,2025-08-08,10,1075.970977521882,Delivered,East,Zone2,80,GroupB,Unit3,5203,10100,AgentA,Large,Medium,31529,0.023850033536293315,Card,17.541782926813795,18.975431535705276,INR,1.3442164777658008,Warehouse3,0,False
583,1876,Retail,470,29,2025-08-05,2025-08-09,35,8310.21091784502,Pending,West,Zone2,32,GroupB,Unit1,5257,10131,AgentA,Medium,Low,15767,0.18480689848605092,Card,14.554953697829452,132.81568500683002,EUR,1.2225045362317246,Warehouse1,4,False
584,1991,Wholesale,285,97,2025-08-06,2025-08-10,25,7096.087783409229,Delivered,North,Zone3,94,GroupB,Unit2,5485,10012,AgentB,Large,Medium,28383,0.015534482654567717,NetBanking,5.804198516982819,122.3007673212864,USD,1.0493780465245333,Warehouse2,4,True
585,1883,Wholesale,345,24,2025-08-07,2025-08-11,3,6210.466178191218,Pending,North,Zone1,43,GroupA,Unit2,5516,10456,AgentA,Small,Low,14901,0.18600134396663326,NetBanking,14.68020877010263,132.42949397880886,EUR,1.2216911828989985,Warehouse1,0,True
586,1349,Retail,736,57,2025-08-08,2025-08-12,17,1644.2105506194382,Cancelled,East,Zone3,20,GroupC,Unit2,5445,10440,AgentC,Small,Low,24633,0.1414275035871373,Card,5.312501226776159,272.4486547876603,INR,0.7422266804125529,Warehouse2,3,False
587,1046,Wholesale,367,80,2025-08-09,2025-08-13,12,4837.1115509340225,Pending,East,Zone2,95,GroupA,Unit3,5708,10097,AgentC,Large,Medium,29163,0.06594243508284073,UPI,13.45420320052627,295.1605734694043,USD,0.8442172288147008,Warehouse1,1,False
588,1866,Retail,742,30,2025-08-10,2025-08-14,54,7827.504666183417,Delivered,East,Zone2,44,GroupC,Unit1,5179,10119,AgentC,Small,High,20707,0.07815006954181865,UPI,7.736276871804564,455.4090172426775,EUR,1.2015582841934038,Warehouse3,2,False
589,1822,Retail,336,51,2025-08-11,2025-08-15,24,3105.8769876240185,Pending,West,Zone2,51,GroupC,Unit3,5341,10292,AgentC,Small,Medium,32576,0.14816187294654884,NetBanking,14.05374871748825,199.15521402284742,USD,1.2130934553802417,Warehouse2,4,True
590,1935,Retail,629,35,2025-08-12,2025-08-16,29,3185.7293022989106,Cancelled,North,Zone1,37,GroupC,Unit1,5132,10815,AgentA,Large,High,28061,0.12029422017624147,NetBanking,9.02713436642135,464.02366940013167,EUR,1.3193077269659417,Warehouse1,4,True
591,1819,Wholesale,651,23,2025-08-13,2025-08-17,43,131.09496987640895,Delivered,East,Zone1,91,GroupC,Unit3,5442,10710,AgentC,Medium,Low,21548,0.13432858429098904,NetBanking,16.349082003422346,329.4576290422434,INR,1.0223998072428817,Warehouse2,4,True
592,1655,Retail,120,66,2025-08-14,2025-08-18,25,1825.0096762892574,Cancelled,East,Zone2,87,GroupC,Unit3,5835,10000,AgentB,Large,High,25115,0.077832923302696,UPI,9.379879875688985,457.20359399127227,EUR,1.2780432772929249,Warehouse3,0,True
593,1268,Retail,836,46,2025-08-15,2025-08-19,60,8766.51568870616,Cancelled,South,Zone3,91,GroupB,Unit1,5252,10571,AgentC,Large,Medium,19843,0.0975626963615198,NetBanking,13.05604612025586,418.4013298232237,USD,1.2471842660481514,Warehouse2,0,True
594,1369,Wholesale,966,67,2025-08-16,2025-08-20,90,4473.2902672133005,Delivered,West,Zone3,33,GroupA,Unit3,5264,10249,AgentB,Large,Medium,46945,0.1979734968075787,UPI,8.717058275501849,346.91539726976686,INR,1.4707147026958793,Warehouse3,0,False
595,1635,Wholesale,893,30,2025-08-17,2025-08-21,65,9843.921542420896,Cancelled,South,Zone2,17,GroupA,Unit1,5092,10651,AgentB,Large,High,49979,0.042784574099943545,NetBanking,16.923880086848317,184.49189076429013,EUR,0.8721041811397433,Warehouse2,2,False
596,1105,Wholesale,619,91,2025-08-18,2025-08-22,84,4017.5088393805463,Cancelled,North,Zone3,62,GroupB,Unit2,5661,10148,AgentC,Medium,Medium,13841,0.08357123730442628,UPI,15.152947753366242,128.14411936575706,EUR,1.1413436510021115,Warehouse3,1,False
597,1669,Wholesale,199,78,2025-08-19,2025-08-23,28,7180.345902324389,Pending,South,Zone2,81,GroupC,Unit2,5410,10394,AgentC,Medium,High,16416,0.05836463751479346,NetBanking,8.16293739247984,118.9718034008958,EUR,1.1814115536883754,Warehouse2,4,True
598,1658,Retail,851,12,2025-08-20,2025-08-24,16,2890.9985247568184,Cancelled,South,Zone3,13,GroupA,Unit2,5137,10043,AgentA,Small,Low,20633,0.15302230208796996,NetBanking,17.334357263262575,476.56518035357783,EUR,1.4989183079473767,Warehouse3,3,False
599,1656,Retail,577,96,2025-08-21,2025-08-25,47,3701.7154472952416,Cancelled,South,Zone2,14,GroupB,Unit3,5207,10882,AgentB,Small,High,47653,0.15280252513314416,UPI,9.643048664490967,479.7011831333855,INR,0.8609473137333213,Warehouse1,4,True
600,1119,Retail,698,99,2025-08-22,2025-08-26,81,1988.187277149857,Cancelled,West,Zone3,58,GroupB,Unit2,5636,10697,AgentC,Large,High,10594,0.058489092199479176,NetBanking,13.474244319673437,365.1673730269114,INR,1.1185744159738338,Warehouse1,4,True
601,1830,Retail,397,46,2025-08-23,2025-08-27,92,3535.9174481440105,Cancelled,North,Zone1,39,GroupA,Unit1,5745,10619,AgentA,Small,High,24393,0.016278063326596582,Card,14.657092004487152,443.0600321974739,EUR,0.9769482461709111,Warehouse2,4,False
602,1786,Wholesale,625,97,2025-08-24,2025-08-28,58,5517.651452164367,Delivered,South,Zone2,81,GroupA,Unit2,5572,10043,AgentC,Medium,High,45380,0.002286535334440809,UPI,5.29772809904386,460.3081199087396,INR,1.1207143748631998,Warehouse3,4,False
603,1603,Retail,433,58,2025-08-25,2025-08-29,76,9918.55152169457,Pending,West,Zone2,72,GroupC,Unit2,5306,10077,AgentC,Small,Low,32743,0.0854901066484971,NetBanking,17.4665755000442,260.66253629446294,USD,0.8857028816824847,Warehouse1,1,True
604,1057,Retail,101,28,2025-08-26,2025-08-30,27,6675.596959410678,Cancelled,North,Zone3,56,GroupC,Unit3,5265,10225,AgentC,Small,Low,41971,0.08206751886715419,UPI,9.477736979135743,318.23924840633435,INR,0.7380899027419905,Warehouse2,3,True
605,1950,Wholesale,474,98,2025-08-27,2025-08-31,53,2072.5349486423092,Cancelled,East,Zone2,35,GroupA,Unit1,5645,10161,AgentB,Small,Low,14861,0.1976779757279726,NetBanking,7.467125614605915,215.18970398090514,USD,1.1580523631181512,Warehouse1,0,False
606,1345,Retail,392,94,2025-08-28,2025-09-01,42,545.1182717563562,Delivered,South,Zone2,66,GroupC,Unit3,5317,10792,AgentC,Large,High,47534,0.09396041513953593,Card,16.059201292470476,215.06047449977893,USD,0.9686834526886656,Warehouse3,3,True
607,1740,Retail,936,21,2025-08-29,2025-09-02,59,1350.929165013655,Cancelled,North,Zone2,46,GroupB,Unit3,5112,10252,AgentA,Small,Low,46126,0.05128367391508413,NetBanking,14.137690676704388,28.830170135861163,INR,0.8455531213987468,Warehouse2,4,True
608,1473,Retail,652,70,2025-08-30,2025-09-03,47,5669.296492603169,Delivered,South,Zone1,16,GroupC,Unit1,5900,10131,AgentC,Medium,Medium,24846,0.1782458882062935,NetBanking,6.1276625441035835,222.57251563755472,EUR,0.959148452862427,Warehouse3,3,True
